193;4887.00;10.20;433.00;small
194;5078.00;10.30;308.00;small
194;5081.00;10.05;131.00;small
195;4930.00;10.00;279.00;small
195;4758.00;10.60;281.00;small
196;3536.00;11.18;1075.00;small
196;3479.00;11.80;1089.00;small
197;1647.00;11.53;1593.00;small
197;1725.00;9.80;1636.00;small
198;1460.00;10.53;1570.00;big
199;1075.00;14.85;1653.00;big
200;4349.00;21.25;1240.00;big
200;4280.00;16.60;1270.00;big
201;1741.00;17.00;485.00;small
201;1730.00;9.50;606.00;small
201;1604.00;17.08;741.00;small
202;3215.00;9.50;1272.00;small
203;3637.00;9.50;1061.00;small
204;1175.00;15.60;1291.00;small
204;1060.00;9.88;1353.00;small
205;1321.00;10.07;1137.00;small
205;1400.00;9.93;1141.00;small
206;3071.00;9.50;1649.00;small
207;2985.00;9.50;1662.00;small
208;2788.00;9.70;1462.00;big
208;2807.00;10.00;1500.00;big
209;2728.00;12.10;1355.00;big
209;2684.00;14.00;1354.00;big
210;2703.00;11.15;1292.00;big
210;2758.00;11.93;1291.00;big
211;1390.00;10.30;1412.00;small
211;1504.00;9.80;1389.00;big
212;1266.00;9.50;1800.00;big
213;1811.00;9.70;1650.00;big
213;1774.00;9.80;1668.00;big
214;1465.00;12.05;1473.00;big
214;1538.00;11.25;1509.00;big
215;3074.00;14.12;278.00;big
216;3298.00;10.60;889.00;big
217;3356.00;14.23;660.00;big
217;3362.00;12.32;558.00;big
218;904.00;9.70;1535.00;big
218;959.00;13.10;1463.00;small
219;1164.00;17.62;1499.00;big
219;1072.00;15.48;1472.00;small
220;1873.00;9.50;1817.00;big
220;1936.00;9.60;1699.00;big
220;1777.00;11.60;1812.00;big
221;1078.00;11.30;1799.00;big
222;1001.00;12.23;1950.00;big
222;1243.00;10.30;2006.00;big
223;3259.00;13.23;428.00;big
223;3231.00;12.10;285.00;big
224;3056.00;14.03;450.00;big
225;3020.00;10.20;1167.00;small
225;3094.00;10.12;1142.00;small
225;3149.00;11.12;1174.00;small
226;2664.00;11.30;786.00;small
226;2576.00;9.95;863.00;big
227;3260.00;12.65;660.00;big
227;3198.00;10.70;690.00;big
227;3253.00;11.88;582.00;big
228;4494.00;13.00;849.00;big
228;4440.00;9.70;830.00;big
229;4361.00;9.70;924.00;big
229;4394.00;10.38;883.00;big
230;4064.00;12.15;774.00;big
230;4025.00;10.20;816.00;big
231;4049.00;9.80;894.00;big
231;4119.00;14.00;976.00;big
232;3298.00;10.65;1128.00;big
232;3364.00;10.10;1185.00;big
233;1644.00;9.50;1880.00;big
233;1646.00;10.62;1721.00;big
234;1521.00;11.30;1693.00;big
234;1408.00;10.50;1748.00;big
235;823.00;12.65;1880.00;big
235;899.00;14.75;1748.00;big
236;3520.00;11.70;963.00;big
236;3508.00;15.65;879.00;big
237;3388.00;13.78;1099.00;big
237;3437.00;13.75;1023.00;big
238;3608.00;9.80;1030.00;big
238;3687.00;9.70;1007.00;big
239;3527.00;13.38;1285.00;big
239;3602.00;15.32;1257.00;big
240;3554.00;11.28;1203.00;big
240;3655.00;13.40;1126.00;big
241;3658.00;12.23;1223.00;big
241;3722.00;12.43;1250.00;big
242;4693.00;11.45;1509.00;big
242;4784.00;12.43;1467.00;big
243;4857.00;12.30;1419.00;big
243;4784.00;11.88;1380.00;big
244;4608.00;14.45;1375.00;big
244;4502.00;14.23;1328.00;big
245;4555.00;13.60;1278.00;big
245;4471.00;12.80;1236.00;big
246;4578.00;9.90;1143.00;big
246;4522.00;13.20;1149.00;big
247;4662.00;9.73;1176.00;big
247;4601.00;9.70;1202.00;big
248;4577.00;9.82;1032.00;big
248;4515.00;9.57;1000.00;big
249;4411.00;13.53;1032.00;big
249;4370.00;14.65;1072.00;big
250;4454.00;10.30;1142.00;big
250;4387.00;19.73;1161.00;big
251;4012.00;21.05;1219.00;big
251;3986.00;19.65;1234.00;big
252;4225.00;13.25;1392.00;big
252;4128.00;10.65;1408.00;big
253;4004.00;10.45;1017.00;big
253;4081.00;10.30;1002.00;big
254;3969.00;10.62;1082.00;big
254;3922.00;10.05;1023.00;big
255;4804.00;10.78;1593.00;big
255;4905.00;12.60;1552.00;big
256;4606.00;11.70;1619.00;big
256;4493.00;16.18;1544.00;big
257;50.00;10.18;2030.00;big
257;5310.00;10.40;1673.00;big
258;4919.00;11.82;1670.00;big
258;5195.00;11.75;1784.00;big
259;4830.00;12.85;1890.00;big
259;5032.00;9.95;1999.00;big
260;4767.00;12.10;1733.00;big
260;4683.00;10.70;1904.00;big
261;4180.00;11.10;1600.00;big
261;4100.00;9.93;1574.00;big
262;4229.00;10.40;1671.00;big
262;4326.00;11.20;1738.00;big
263;3857.00;10.05;1886.00;big
263;4027.00;9.70;1854.00;big
264;3585.00;10.40;1801.00;big
264;3717.00;9.70;1873.00;big
265;3317.00;9.80;1847.00;big
265;3333.00;9.80;1781.00;big
266;4322.00;13.95;1549.00;big
266;4251.00;13.03;1483.00;big
267;3693.00;9.82;1315.00;big
267;3780.00;10.05;1280.00;big
268;4038.00;10.70;1434.00;big
268;3976.00;12.25;1362.00;big
269;3898.00;17.02;1298.00;big
269;3842.00;12.95;1352.00;big
270;3702.00;9.80;1395.00;big
270;3762.00;9.90;1486.00;big
271;3195.00;12.40;511.00;big
271;3165.00;11.18;562.00;big
272;3119.00;11.00;664.00;big
272;3059.00;11.12;582.00;big
273;3447.00;11.10;847.00;big
273;3411.00;14.65;907.00;big
274;3491.00;10.98;713.00;big
274;3539.00;11.10;797.00;big
